ring_id,species,wing_length_mm,weight_g,fat_score,date,sex
AX-73399,Kohlmeise,73.2,15.7,3,2024-09-28,F
AX-69915,Blaumeise,61.9,11.0,1,2024-09-28,M
AX-42570,Blaumeise,58.3,11.2,0,2024-09-28,F
AX-40191,Amsel,123.9,93.3,0,2024-09-28,U
AX-19975,Blaumeise,60.0,12.2,2,2024-09-28,F
AX-47386,Blaumeise,63.9,12.6,3,2024-09-28,U
AX-64358,Blaumeise,63.0,10.5,2,2024-09-28,M
AX-80091,Kohlmeise,75.1,14.8,1,2024-09-28,U
AX-19695,Kohlmeise,71.7,14.4,2,2024-09-28,F
AX-75929,Blaumeise,61.5,11.6,5,2024-09-28,F
AX-48238,Kohlmeise,75.2,17.7,5,2024-09-28,U
AX-92558,Amsel,120.5,98.7,1,2024-09-28,U
AX-90532,Amsel,123.9,93.0,3,2024-09-28,F
AX-11354,Amsel,129.0,90.2,3,2024-09-28,U
AX-31311,Kohlmeise,71.7,23.4,0,2024-09-28,F
AX-36899,Blaumeise,60.7,13.5,1,2024-09-28,F
AX-16438,Kohlmeise,78.4,19.7,4,2024-09-28,U
AX-55021,Kohlmeise,75.2,19.9,0,2024-09-28,F
AX-35593,Blaumeise,64.8,10.9,4,2024-09-28,M
AX-63433,Kohlmeise,74.3,14.6,3,2024-09-28,F
AX-92986,Blaumeise,61.7,12.5,5,2024-09-28,U
AX-14143,Kohlmeise,76.1,16.5,0,2024-09-28,M
AX-27320,Blaumeise,61.3,10.1,3,2024-09-28,F
AX-38433,Blaumeise,64.7,12.2,0,2024-09-28,M
AX-21416,Amsel,131.5,97.2,1,2024-09-28,M
AX-35575,Kohlmeise,76.5,17.6,1,2024-09-28,U
AX-28423,Kohlmeise,73.3,18.9,1,2024-09-28,F
AX-40899,Amsel,126.1,100.5,0,2024-09-28,U
AX-77815,Blaumeise,60.7,11.6,4,2024-09-28,F
AX-33707,Amsel,128.5,85.3,4,2024-09-28,M
AX-21521,Kohlmeise,78.6,19.5,1,2024-09-28,M
AX-83331,Kohlmeise,77.8,17.6,0,2024-09-28,M
AX-50050,Amsel,129.9,101.6,2,2024-09-28,M
AX-37343,Amsel,123.4,90.5,5,2024-09-28,M
AX-96353,Kohlmeise,78.6,18.2,5,2024-09-28,U
AX-24399,Amsel,127.8,104.4,4,2024-09-28,M
AX-18542,Amsel,128.8,81.7,5,2024-09-28,M
AX-33171,Amsel,126.1,104.2,4,2024-09-28,F
AX-60365,Blaumeise,64.2,10.4,5,2024-09-28,M
AX-44221,Amsel,126.0,94.1,0,2024-09-28,U
AX-28994,Kohlmeise,73.2,20.7,5,2024-09-28,U
AX-28501,Amsel,132.9,101.6,4,2024-09-28,F
AX-66875,Kohlmeise,76.8,15.9,0,2024-09-28,M
AX-18961,Amsel,124.4,97.2,1,2024-09-28,F
AX-33000,Kohlmeise,73.6,16.0,2,2024-09-28,U
AX-54584,Amsel,117.7,85.4,2,2024-09-28,F
AX-80460,Blaumeise,63.8,10.8,4,2024-09-28,M
AX-96482,Amsel,131.5,102.1,5,2024-09-28,M
AX-34063,Blaumeise,62.3,11.7,2,2024-09-28,F
AX-22852,Amsel,133.7,103.2,3,2024-09-28,M
AX-21239,Blaumeise,63.0,10.1,0,2024-09-28,M
AX-96476,Blaumeise,61.6,10.4,5,2024-09-28,F
AX-78710,Blaumeise,62.8,11.0,0,2024-09-28,F
AX-59835,Kohlmeise,75.1,18.0,5,2024-09-28,F
AX-85135,Amsel,135.7,94.7,5,2024-09-28,F
AX-50160,Kohlmeise,75.0,18.5,1,2024-09-28,U
AX-57209,Kohlmeise,77.6,16.7,2,2024-09-28,M
AX-34024,Blaumeise,57.3,10.7,1,2024-09-28,F
AX-97356,Amsel,121.8,76.2,5,2024-09-28,U
AX-19920,Blaumeise,58.7,13.0,4,2024-09-28,F
AX-54411,Kohlmeise,76.2,20.3,5,2024-09-28,U
AX-18365,Kohlmeise,77.3,19.3,5,2024-09-28,M
AX-96944,Kohlmeise,73.6,18.4,3,2024-09-28,U
AX-99875,Amsel,125.2,93.4,1,2024-09-28,U
AX-54737,Blaumeise,58.9,11.0,5,2024-09-28,F
AX-16335,Amsel,128.9,91.3,0,2024-09-28,F
AX-39324,Kohlmeise,77.5,15.5,4,2024-09-28,M
AX-44066,Kohlmeise,75.0,15.4,1,2024-09-28,U
AX-44493,Amsel,126.7,83.3,5,2024-09-28,M
AX-89903,Kohlmeise,71.7,19.1,0,2024-09-28,F
AX-49824,Blaumeise,62.6,11.0,2,2024-09-28,M
AX-75180,Amsel,130.9,89.9,2,2024-09-28,U
AX-80872,Blaumeise,59.0,12.3,4,2024-09-28,F
AX-43991,Kohlmeise,76.9,19.7,5,2024-09-28,M
AX-54350,Kohlmeise,75.4,19.4,0,2024-09-28,U
AX-44953,Amsel,121.7,88.1,3,2024-09-28,F
AX-17196,Blaumeise,59.4,10.8,0,2024-09-28,F
AX-81966,Kohlmeise,75.6,18.1,1,2024-09-28,U
AX-35554,Kohlmeise,73.7,19.4,0,2024-09-28,U
AX-82411,Amsel,129.6,92.5,1,2024-09-28,U
AX-48542,Kohlmeise,78.3,18.4,2,2024-09-28,M
AX-11324,Kohlmeise,75.5,17.7,3,2024-09-28,U
AX-89961,Blaumeise,62.9,11.8,3,2024-09-28,M
AX-46842,Amsel,122.0,101.6,2,2024-09-28,U
AX-49490,Blaumeise,62.9,11.6,5,2024-09-28,U
AX-65912,Kohlmeise,75.2,15.3,0,2024-09-28,U
AX-33943,Kohlmeise,75.0,20.5,5,2024-09-28,M
AX-27336,Blaumeise,62.6,10.8,1,2024-09-28,M
AX-42364,Kohlmeise,76.3,18.8,3,2024-09-28,U
AX-16865,Blaumeise,58.0,10.9,0,2024-09-28,U
AX-30267,Blaumeise,65.9,10.1,4,2024-09-28,M
AX-17434,Kohlmeise,72.8,17.0,0,2024-09-28,F
AX-80769,Blaumeise,63.8,10.1,1,2024-09-28,M
AX-73275,Blaumeise,61.2,11.1,1,2024-09-28,F
AX-39996,Amsel,127.3,91.0,5,2024-09-28,F
AX-46961,Amsel,124.0,99.8,2,2024-09-28,M
AX-97875,Kohlmeise,69.5,17.6,4,2024-09-28,F
AX-22936,Amsel,125.0,86.4,0,2024-09-28,M
AX-97659,Amsel,127.9,94.9,0,2024-09-28,U
AX-22009,Blaumeise,61.5,10.3,4,2024-09-28,M
AX-11790,Blaumeise,62.2,11.1,5,2024-09-28,U
AX-36380,Kohlmeise,75.1,19.2,2,2024-09-29,M
AX-49877,Blaumeise,64.4,11.9,5,2024-09-29,M
AX-31086,Amsel,130.3,91.3,1,2024-09-29,U
AX-53296,Amsel,129.9,100.1,1,2024-09-29,F
AX-91292,Amsel,129.0,93.6,2,2024-09-29,M
AX-95028,Amsel,127.7,96.1,3,2024-09-29,U
AX-29062,Blaumeise,62.9,12.2,0,2024-09-29,U
AX-77175,Kohlmeise,75.9,18.6,2,2024-09-29,U
AX-78961,Kohlmeise,78.6,17.0,2,2024-09-29,F
AX-11117,Kohlmeise,73.1,19.1,0,2024-09-29,M
AX-87408,Amsel,125.9,104.2,5,2024-09-29,U
AX-92845,Amsel,124.2,91.9,2,2024-09-29,F
AX-37566,Amsel,129.7,87.7,0,2024-09-29,M
AX-56901,Amsel,126.4,92.3,1,2024-09-29,U
AX-91334,Blaumeise,58.5,11.2,3,2024-09-29,F
AX-83302,Blaumeise,65.0,11.4,4,2024-09-29,U
AX-80842,Kohlmeise,78.5,18.4,2,2024-09-29,M
AX-71017,Blaumeise,61.2,9.6,2,2024-09-29,U
AX-40958,Blaumeise,63.5,11.2,1,2024-09-29,U
AX-66262,Amsel,128.2,96.0,2,2024-09-29,U
AX-61609,Kohlmeise,74.1,17.7,0,2024-09-29,U
AX-87598,Blaumeise,60.3,10.3,4,2024-09-29,U
AX-20836,Blaumeise,61.6,11.5,5,2024-09-29,U
AX-54316,Amsel,127.3,115.0,1,2024-09-29,U
AX-78246,Kohlmeise,81.8,18.4,0,2024-09-29,M
AX-53083,Blaumeise,61.9,11.8,5,2024-09-29,M
AX-22284,Kohlmeise,76.3,20.4,5,2024-09-29,M
AX-92975,Kohlmeise,74.5,18.9,2,2024-09-29,U
AX-15117,Blaumeise,63.9,11.1,5,2024-09-29,M
AX-33854,Amsel,125.0,108.7,3,2024-09-29,U
AX-55638,Amsel,123.7,100.9,5,2024-09-29,F
AX-38993,Amsel,132.4,91.2,3,2024-09-29,U
AX-87730,Blaumeise,60.2,11.6,1,2024-09-29,F
AX-99578,Amsel,122.1,81.7,5,2024-09-29,M
AX-98700,Kohlmeise,75.6,19.2,1,2024-09-29,U
AX-22872,Amsel,126.6,89.8,5,2024-09-29,U
AX-78835,Kohlmeise,71.5,18.4,3,2024-09-29,F
AX-89283,Kohlmeise,73.4,19.5,3,2024-09-29,U
AX-71481,Blaumeise,65.1,11.1,1,2024-09-29,M
AX-87445,Kohlmeise,77.4,17.1,5,2024-09-29,M
AX-26997,Amsel,130.5,90.1,1,2024-09-29,F
AX-82305,Kohlmeise,78.0,18.7,1,2024-09-29,M
AX-53585,Blaumeise,59.3,10.6,1,2024-09-29,F
AX-92545,Amsel,130.9,93.6,5,2024-09-29,U
AX-27737,Kohlmeise,75.7,17.6,1,2024-09-29,M
AX-29928,Amsel,127.4,99.2,1,2024-09-29,M
AX-69983,Blaumeise,60.2,10.9,3,2024-09-29,F
AX-35112,Blaumeise,62.0,11.2,2,2024-09-29,M
AX-65072,Kohlmeise,76.9,17.6,1,2024-09-29,M
AX-16328,Blaumeise,62.0,9.9,3,2024-09-29,U
AX-96140,Kohlmeise,73.7,19.1,2,2024-09-29,F
AX-64789,Amsel,134.4,96.9,5,2024-09-29,M
AX-89418,Kohlmeise,73.9,18.6,1,2024-09-29,F
AX-29540,Kohlmeise,71.7,17.4,0,2024-09-29,F
AX-48936,Blaumeise,62.5,10.5,4,2024-09-29,U
AX-18850,Amsel,128.8,87.0,3,2024-09-29,M
AX-43792,Kohlmeise,77.1,18.3,3,2024-09-29,U
AX-29037,Kohlmeise,72.9,17.9,2,2024-09-29,F
AX-57926,Blaumeise,59.8,10.5,5,2024-09-29,F
AX-46232,Blaumeise,62.1,9.2,5,2024-09-29,M
AX-99813,Kohlmeise,73.5,18.5,1,2024-09-29,M
AX-33542,Kohlmeise,75.3,18.4,4,2024-09-29,F
AX-70405,Blaumeise,63.7,11.5,2,2024-09-29,M
AX-68686,Blaumeise,60.0,11.5,2,2024-09-29,M
AX-88022,Amsel,123.8,96.9,1,2024-09-29,U
AX-68033,Amsel,126.6,94.4,3,2024-09-29,F
AX-19556,Kohlmeise,73.0,18.1,4,2024-09-29,F
AX-36912,Amsel,130.2,83.4,2,2024-09-29,U
AX-98916,Kohlmeise,78.5,15.9,2,2024-09-29,U
AX-96078,Amsel,118.7,80.9,1,2024-09-29,F
AX-44519,Amsel,127.5,98.9,2,2024-09-29,M
AX-70450,Kohlmeise,77.5,16.1,5,2024-09-29,M
AX-12017,Blaumeise,63.4,9.9,5,2024-09-29,U
AX-57822,Amsel,131.6,103.2,4,2024-09-29,M
AX-21339,Kohlmeise,77.3,19.4,1,2024-09-29,F
AX-64557,Blaumeise,60.0,10.8,0,2024-09-29,U
AX-63091,Kohlmeise,70.8,20.7,3,2024-09-29,F
AX-72541,Blaumeise,65.1,10.6,1,2024-09-29,M
AX-61763,Amsel,129.8,95.9,2,2024-09-29,U
AX-81794,Amsel,125.7,101.3,1,2024-09-29,U
AX-17685,Kohlmeise,70.9,18.5,2,2024-09-29,U
AX-86098,Blaumeise,61.3,8.9,4,2024-09-29,U
AX-63092,Kohlmeise,78.1,18.0,1,2024-09-29,F
AX-71430,Kohlmeise,73.5,17.4,0,2024-09-29,M
AX-84181,Blaumeise,62.5,11.2,2,2024-09-29,M
AX-22561,Amsel,124.9,95.0,2,2024-09-29,F
AX-42912,Kohlmeise,78.6,14.1,4,2024-09-29,M
AX-16740,Blaumeise,62.2,10.9,1,2024-09-29,M
AX-73391,Amsel,121.1,86.5,3,2024-09-29,U
AX-74034,Amsel,124.9,86.0,4,2024-09-29,U
AX-23391,Kohlmeise,75.2,18.3,3,2024-09-29,F
AX-81201,Kohlmeise,75.1,16.3,1,2024-09-29,F
AX-58063,Blaumeise,61.6,9.9,1,2024-09-29,U
AX-51257,Amsel,124.2,89.2,3,2024-09-29,M
AX-28393,Amsel,136.5,108.3,5,2024-09-29,U
AX-91645,Blaumeise,63.9,11.6,0,2024-09-29,M
AX-98725,Kohlmeise,72.5,18.8,4,2024-09-29,U
AX-22802,Kohlmeise,73.9,17.0,4,2024-09-29,F
AX-28616,Kohlmeise,74.4,18.3,0,2024-09-29,M
AX-41391,Blaumeise,63.5,10.2,1,2024-09-30,M
AX-77836,Blaumeise,63.2,12.5,1,2024-09-30,U
AX-17624,Blaumeise,60.0,10.2,5,2024-09-30,F
AX-18676,Blaumeise,61.7,11.3,1,2024-09-30,F
AX-57299,Amsel,137.4,99.2,2,2024-09-30,F
AX-19394,Blaumeise,59.8,11.2,2,2024-09-30,U
AX-32913,Blaumeise,61.6,11.9,4,2024-09-30,F
AX-30385,Amsel,129.3,96.3,5,2024-09-30,F
AX-36744,Blaumeise,61.9,12.5,0,2024-09-30,U
AX-84350,Kohlmeise,72.7,19.4,2,2024-09-30,F
AX-11394,Amsel,124.5,108.4,5,2024-09-30,M
AX-92617,Kohlmeise,75.5,18.6,1,2024-09-30,F
AX-28625,Blaumeise,61.5,12.2,3,2024-09-30,F
AX-65933,Blaumeise,62.9,11.5,5,2024-09-30,M
AX-15367,Kohlmeise,73.7,17.2,0,2024-09-30,F
AX-23068,Kohlmeise,76.4,18.0,4,2024-09-30,U
AX-49584,Blaumeise,59.4,9.9,5,2024-09-30,F
AX-75785,Kohlmeise,75.3,17.9,5,2024-09-30,U
AX-85637,Amsel,120.4,112.9,2,2024-09-30,F
AX-57635,Blaumeise,61.4,10.8,4,2024-09-30,F
AX-22791,Blaumeise,61.9,9.6,0,2024-09-30,M
AX-75664,Kohlmeise,75.6,18.9,4,2024-09-30,U
AX-80308,Blaumeise,61.8,11.3,1,2024-09-30,U
AX-19369,Blaumeise,62.0,11.4,3,2024-09-30,F
AX-46000,Amsel,123.6,102.7,4,2024-09-30,M
AX-21622,Amsel,120.1,95.6,4,2024-09-30,F
AX-90274,Kohlmeise,79.0,21.4,1,2024-09-30,M
AX-46021,Blaumeise,62.2,11.4,0,2024-09-30,F
AX-47096,Amsel,129.4,98.5,1,2024-09-30,M
AX-68273,Kohlmeise,78.8,16.0,1,2024-09-30,M
AX-46680,Amsel,126.9,108.0,5,2024-09-30,M
AX-54595,Kohlmeise,76.9,17.2,5,2024-09-30,M
AX-80317,Kohlmeise,79.4,16.0,4,2024-09-30,M
AX-18833,Amsel,131.4,98.2,5,2024-09-30,U
AX-28529,Amsel,124.5,104.4,0,2024-09-30,F
AX-85125,Blaumeise,61.8,11.5,5,2024-09-30,M
AX-15421,Blaumeise,61.2,11.6,0,2024-09-30,F
AX-57638,Kohlmeise,70.3,16.9,1,2024-09-30,F
AX-33068,Amsel,123.7,83.7,0,2024-09-30,U
AX-54930,Amsel,135.5,95.9,1,2024-09-30,M
AX-79361,Blaumeise,59.8,9.8,0,2024-09-30,F
AX-40641,Kohlmeise,72.3,18.9,5,2024-09-30,F
AX-70085,Amsel,125.6,86.7,5,2024-09-30,F
AX-18894,Blaumeise,60.7,10.8,2,2024-09-30,U
AX-57597,Kohlmeise,76.3,17.0,0,2024-09-30,U
AX-33649,Kohlmeise,71.7,19.8,4,2024-09-30,F
AX-40760,Kohlmeise,71.7,18.2,1,2024-09-30,F
AX-34667,Blaumeise,61.3,9.7,5,2024-09-30,U
AX-65237,Amsel,126.4,99.6,1,2024-09-30,M
AX-51539,Kohlmeise,77.5,20.7,2,2024-09-30,M
AX-76323,Blaumeise,62.6,10.5,0,2024-09-30,U
AX-44525,Amsel,134.5,87.9,4,2024-09-30,M
AX-15998,Blaumeise,62.2,11.1,5,2024-09-30,U
AX-84030,Kohlmeise,80.0,19.9,2,2024-09-30,U
AX-56882,Kohlmeise,80.9,18.1,0,2024-09-30,M
AX-23945,Kohlmeise,71.3,17.2,4,2024-09-30,U
AX-48893,Kohlmeise,73.5,17.0,0,2024-09-30,U
AX-69157,Kohlmeise,75.8,18.4,2,2024-09-30,U
AX-33118,Blaumeise,63.5,10.1,0,2024-09-30,M
AX-86048,Blaumeise,59.2,10.5,0,2024-09-30,U
AX-65716,Amsel,128.3,92.6,1,2024-09-30,F
AX-47298,Amsel,132.5,99.9,4,2024-09-30,M
AX-28479,Kohlmeise,75.8,14.5,4,2024-09-30,F
AX-85148,Kohlmeise,77.9,19.2,3,2024-09-30,M
AX-52966,Kohlmeise,77.8,18.5,0,2024-09-30,M
AX-90585,Blaumeise,64.1,10.3,5,2024-09-30,M
AX-38080,Kohlmeise,71.1,17.8,3,2024-09-30,U
AX-63900,Blaumeise,62.1,11.1,4,2024-09-30,U
AX-51441,Amsel,123.7,89.0,3,2024-09-30,M
AX-71134,Blaumeise,64.2,11.4,2,2024-09-30,M
AX-29553,Amsel,132.2,98.9,0,2024-09-30,M
AX-24419,Amsel,135.1,76.8,4,2024-09-30,U
AX-43866,Blaumeise,64.3,10.9,2,2024-09-30,M
AX-39941,Blaumeise,61.8,11.0,1,2024-09-30,U
AX-60974,Kohlmeise,76.1,17.6,0,2024-09-30,M
AX-40570,Blaumeise,60.1,12.6,5,2024-09-30,U
AX-73194,Blaumeise,59.5,12.9,2,2024-09-30,F
AX-77004,Amsel,129.2,90.6,1,2024-09-30,M
AX-29120,Blaumeise,58.9,9.7,0,2024-09-30,U
AX-73521,Blaumeise,59.8,11.0,1,2024-09-30,F
AX-84726,Blaumeise,63.4,11.2,5,2024-09-30,U
AX-64072,Amsel,133.4,82.1,4,2024-09-30,F
AX-58880,Amsel,131.2,105.7,5,2024-09-30,U
AX-31826,Amsel,128.1,99.4,3,2024-09-30,F
AX-33148,Amsel,129.5,108.2,0,2024-09-30,U
AX-20068,Kohlmeise,68.5,17.1,2,2024-09-30,F
AX-78936,Amsel,131.1,93.5,5,2024-09-30,U
AX-22253,Blaumeise,63.2,11.3,3,2024-09-30,M
AX-40346,Blaumeise,60.5,9.3,1,2024-09-30,F
AX-34394,Kohlmeise,76.4,19.2,1,2024-09-30,F
AX-17758,Blaumeise,63.6,9.5,5,2024-09-30,M
AX-56686,Blaumeise,62.7,10.8,0,2024-09-30,U
AX-23243,Amsel,129.6,98.2,5,2024-09-30,F
AX-87227,Amsel,124.2,96.9,1,2024-09-30,F
AX-87304,Kohlmeise,76.2,17.8,5,2024-09-30,M
AX-66832,Amsel,124.4,101.6,0,2024-09-30,U
AX-68162,Kohlmeise,77.7,18.0,5,2024-09-30,M
AX-87061,Amsel,125.2,97.6,3,2024-09-30,U
AX-19001,Kohlmeise,75.7,19.4,1,2024-09-30,M
AX-70862,Kohlmeise,71.3,15.3,3,2024-09-30,F
AX-90614,Amsel,118.3,88.9,3,2024-09-30,U
AX-42189,Kohlmeise,74.5,21.3,4,2024-09-30,F
AX-34814,Amsel,123.7,79.5,5,2024-09-30,U
AX-41453,Amsel,133.5,91.5,5,2024-09-30,M
AX-84072,Blaumeise,66.3,12.2,4,2024-09-30,M
AX-16391,Blaumeise,61.2,11.1,0,2024-09-30,M
AX-69729,Amsel,122.5,106.5,3,2024-09-30,F
AX-41531,Kohlmeise,72.9,20.0,1,2024-09-30,F
AX-89653,Kohlmeise,74.4,18.0,1,2024-09-30,M
AX-80076,Kohlmeise,75.1,18.2,5,2024-09-30,F
AX-37599,Amsel,132.5,104.1,0,2024-09-30,F
AX-24236,Kohlmeise,73.3,18.5,2,2024-09-30,F
AX-71161,Kohlmeise,72.7,18.5,1,2024-10-01,F
AX-17294,Blaumeise,64.0,11.1,0,2024-10-01,M
AX-73104,Amsel,130.0,88.6,3,2024-10-01,M
AX-94694,Blaumeise,58.7,11.6,0,2024-10-01,F
AX-67234,Amsel,128.1,87.2,5,2024-10-01,F
AX-93811,Blaumeise,64.7,10.8,4,2024-10-01,M
AX-76861,Kohlmeise,72.7,19.7,4,2024-10-01,U
AX-60641,Kohlmeise,74.5,16.0,5,2024-10-01,F
AX-11948,Blaumeise,63.7,11.8,4,2024-10-01,M
AX-54298,Blaumeise,62.0,10.1,4,2024-10-01,M
AX-20047,Amsel,126.5,96.8,0,2024-10-01,F
AX-74812,Amsel,138.5,115.0,3,2024-10-01,U
AX-81732,Blaumeise,64.5,11.0,5,2024-10-01,M
AX-13585,Amsel,132.9,99.1,2,2024-10-01,M
AX-83591,Amsel,129.4,98.1,5,2024-10-01,M
AX-58135,Amsel,133.1,105.7,0,2024-10-01,M
AX-41539,Blaumeise,60.0,11.3,0,2024-10-01,F
AX-72157,Kohlmeise,75.7,15.0,3,2024-10-01,M
AX-47141,Kohlmeise,73.8,15.9,1,2024-10-01,U
AX-49685,Blaumeise,62.7,11.7,0,2024-10-01,F
AX-74040,Amsel,128.3,94.3,2,2024-10-01,M
AX-72021,Amsel,127.7,91.6,5,2024-10-01,M
AX-40041,Kohlmeise,74.5,18.9,0,2024-10-01,M
AX-80453,Kohlmeise,75.8,18.3,1,2024-10-01,M
AX-74753,Blaumeise,61.9,11.7,1,2024-10-01,M
AX-42887,Amsel,129.0,99.5,4,2024-10-01,F
AX-12769,Kohlmeise,74.9,19.0,2,2024-10-01,M
AX-31437,Blaumeise,63.9,11.2,0,2024-10-01,M
AX-83228,Blaumeise,58.9,10.2,5,2024-10-01,F
AX-80972,Blaumeise,61.4,10.8,0,2024-10-01,U
AX-19635,Blaumeise,59.3,9.9,4,2024-10-01,F
AX-73839,Amsel,125.3,95.0,0,2024-10-01,F
AX-27855,Kohlmeise,73.4,17.5,1,2024-10-01,U
AX-85035,Amsel,131.1,105.0,3,2024-10-01,F
AX-64783,Kohlmeise,77.9,18.0,0,2024-10-01,F
AX-61664,Amsel,126.8,95.1,1,2024-10-01,M
AX-21814,Amsel,128.5,99.1,5,2024-10-01,F
AX-47394,Blaumeise,62.4,10.0,1,2024-10-01,M
AX-65145,Blaumeise,61.5,10.3,1,2024-10-01,F
AX-44497,Kohlmeise,77.2,17.6,2,2024-10-01,M
AX-10097,Blaumeise,59.3,10.0,2,2024-10-01,F
AX-61378,Blaumeise,59.0,11.2,2,2024-10-01,U
AX-12737,Blaumeise,62.7,9.5,0,2024-10-01,M
AX-26197,Kohlmeise,71.9,15.4,5,2024-10-01,U
AX-90298,Amsel,123.0,100.7,0,2024-10-01,M
AX-44533,Blaumeise,61.6,10.9,1,2024-10-01,U
AX-47261,Amsel,128.7,89.7,5,2024-10-01,U
AX-75759,Kohlmeise,76.9,17.8,5,2024-10-01,M
AX-44823,Kohlmeise,76.9,17.1,5,2024-10-01,U
AX-28408,Amsel,122.9,93.8,4,2024-10-01,U
AX-75607,Blaumeise,61.4,12.6,1,2024-10-01,F
AX-35763,Kohlmeise,72.9,18.0,4,2024-10-01,F
AX-71886,Kohlmeise,73.0,18.9,5,2024-10-01,F
AX-63501,Blaumeise,62.2,10.0,0,2024-10-01,M
AX-54055,Kohlmeise,73.1,18.4,2,2024-10-01,U
AX-87313,Kohlmeise,76.0,20.3,2,2024-10-01,M
AX-72355,Kohlmeise,74.8,18.8,3,2024-10-01,M
AX-44725,Blaumeise,59.6,11.0,0,2024-10-01,F
AX-83105,Blaumeise,62.3,12.2,0,2024-10-01,U
AX-22038,Amsel,122.8,91.3,3,2024-10-01,F
AX-93319,Kohlmeise,72.6,17.1,4,2024-10-01,U
AX-85148,Blaumeise,61.3,10.4,5,2024-10-01,F
AX-83733,Kohlmeise,76.8,16.0,5,2024-10-01,U
AX-77432,Blaumeise,60.2,11.3,3,2024-10-01,U
AX-68748,Kohlmeise,74.8,19.2,4,2024-10-01,F
AX-57565,Blaumeise,61.0,13.1,4,2024-10-01,F
AX-29748,Kohlmeise,78.7,16.9,5,2024-10-01,U
AX-37308,Amsel,129.8,87.0,3,2024-10-01,F
AX-85915,Amsel,123.4,97.2,3,2024-10-01,F
AX-85961,Kohlmeise,77.5,16.4,3,2024-10-01,M
AX-25590,Kohlmeise,74.2,18.0,5,2024-10-01,U
AX-54582,Blaumeise,59.9,10.2,4,2024-10-01,U
AX-92733,Blaumeise,66.0,11.8,4,2024-10-01,M
AX-27445,Blaumeise,61.8,11.6,3,2024-10-01,U
AX-62520,Amsel,127.5,86.8,3,2024-10-01,F
AX-84111,Blaumeise,65.4,12.3,3,2024-10-01,M
AX-82024,Blaumeise,65.5,12.3,2,2024-10-01,M
AX-79176,Kohlmeise,73.5,17.2,4,2024-10-01,F
AX-64880,Kohlmeise,72.7,15.1,5,2024-10-01,F
AX-26896,Kohlmeise,74.0,16.3,1,2024-10-01,U
AX-94897,Amsel,127.8,97.3,1,2024-10-02,U
AX-12483,Kohlmeise,77.1,17.6,2,2024-10-02,U
AX-44045,Kohlmeise,74.1,17.7,2,2024-10-02,U
AX-39920,Kohlmeise,78.0,20.3,0,2024-10-02,U
AX-36136,Amsel,130.3,86.7,1,2024-10-02,U
AX-93299,Kohlmeise,74.9,18.1,2,2024-10-02,M
AX-57715,Blaumeise,65.3,10.7,3,2024-10-02,M
AX-34873,Amsel,130.0,83.5,4,2024-10-02,U
AX-29100,Blaumeise,64.1,11.3,2,2024-10-02,M
AX-38284,Amsel,127.6,101.9,3,2024-10-02,U
AX-68211,Kohlmeise,78.2,18.7,1,2024-10-02,M
AX-97416,Amsel,127.9,99.7,0,2024-10-02,U
AX-85057,Kohlmeise,78.0,18.5,3,2024-10-02,M
AX-83351,Kohlmeise,73.5,18.1,5,2024-10-02,F
AX-47482,Blaumeise,62.8,12.0,2,2024-10-02,U
AX-93972,Kohlmeise,80.4,20.1,3,2024-10-02,M
AX-48018,Kohlmeise,74.1,16.3,1,2024-10-02,M
AX-59098,Blaumeise,64.6,11.1,0,2024-10-02,U
AX-85840,Kohlmeise,72.8,18.5,5,2024-10-02,F
AX-48118,Kohlmeise,75.3,17.9,4,2024-10-02,U
AX-66842,Blaumeise,61.9,10.3,0,2024-10-02,U
AX-61022,Kohlmeise,75.3,17.5,0,2024-10-02,F
AX-11885,Blaumeise,63.8,11.3,3,2024-10-02,U
AX-95965,Kohlmeise,74.8,18.5,0,2024-10-02,M
AX-26259,Amsel,118.8,85.0,3,2024-10-02,U
AX-87461,Amsel,126.6,87.4,5,2024-10-02,M
AX-61443,Blaumeise,62.0,9.1,2,2024-10-02,U
AX-82552,Amsel,126.5,92.0,4,2024-10-02,M
AX-80432,Kohlmeise,74.3,17.4,3,2024-10-02,F
AX-40847,Blaumeise,62.5,11.4,5,2024-10-02,M
AX-95499,Kohlmeise,79.6,18.2,0,2024-10-02,M
AX-45551,Amsel,130.6,88.1,1,2024-10-02,U
AX-56288,Amsel,117.9,93.7,2,2024-10-02,F
AX-57246,Blaumeise,61.9,11.7,5,2024-10-02,U
AX-83625,Blaumeise,61.0,9.9,4,2024-10-02,U
AX-95903,Amsel,121.0,86.2,5,2024-10-02,F
AX-12641,Kohlmeise,74.1,16.6,0,2024-10-02,F
AX-79235,Amsel,124.5,103.7,0,2024-10-02,F
AX-10014,Amsel,125.3,86.0,1,2024-10-02,M
AX-49921,Kohlmeise,76.7,17.3,3,2024-10-02,M
AX-44462,Blaumeise,61.9,11.8,0,2024-10-02,U
AX-55909,Kohlmeise,74.0,18.9,1,2024-10-02,F
AX-44211,Kohlmeise,75.1,16.9,5,2024-10-02,M
AX-80127,Blaumeise,61.1,12.1,5,2024-10-02,U
AX-87178,Blaumeise,59.1,9.2,3,2024-10-02,F
AX-40173,Kohlmeise,79.0,17.3,0,2024-10-02,M
AX-69664,Amsel,126.5,88.4,0,2024-10-02,F
AX-82900,Amsel,134.0,102.4,3,2024-10-02,U
