transaction_id,amount,currency,type
16610,954.0,GBP,deposit
16611,1003.64,GBP,withdrawal
16612,3702.51,EUR,deposit
16613,434.9,GBP,deposit
16614,1213.76,USD,deposit
16615,2155.11,USD,payment
16616,2670.01,EUR,payment
16617,1762.04,GBP,withdrawal
16618,4191.29,USD,deposit
16619,3288.75,EUR,payment
16620,2516.66,GBP,payment
16621,1428.69,USD,withdrawal
16622,1989.89,GBP,deposit
16623,2221.02,USD,withdrawal
16624,3564.84,USD,withdrawal
16625,3025.02,EUR,payment
16626,4672.57,USD,withdrawal
16627,2477.46,EUR,deposit
16628,2120.99,USD,withdrawal
16629,1706.69,EUR,withdrawal
16630,3355.51,GBP,deposit
16631,4887.73,USD,deposit
16632,3349.67,EUR,payment
16633,1516.35,EUR,withdrawal
16634,3395.57,EUR,deposit
16635,1106.97,GBP,deposit
16636,829.51,EUR,payment
16637,2645.78,USD,payment
16638,4609.98,USD,payment
16639,2310.89,GBP,deposit
16640,2989.18,EUR,payment
16641,3155.28,USD,payment
16642,3733.67,USD,deposit
16643,3670.67,GBP,deposit
16644,3580.59,GBP,withdrawal
16645,769.97,GBP,deposit
16646,1266.76,EUR,withdrawal
16647,3620.82,EUR,withdrawal
16648,66.28,GBP,withdrawal
16649,2024.68,USD,payment
16650,3035.51,USD,payment
16651,2265.34,USD,payment
16652,4952.84,GBP,withdrawal
16653,1340.28,GBP,payment
16654,4523.96,EUR,payment
16655,1490.48,USD,withdrawal
16656,1017.35,GBP,deposit
16657,2274.61,USD,withdrawal
16658,4403.64,GBP,payment
16659,1106.46,EUR,withdrawal
16660,3403.89,GBP,withdrawal
16661,3893.49,GBP,payment
16662,4638.97,USD,withdrawal
16663,1822.08,USD,payment
16664,3583.84,EUR,payment
16665,3295.5,GBP,payment
16666,1448.75,GBP,deposit
16667,4398.44,EUR,deposit
16668,815.0,EUR,withdrawal
16669,1978.06,GBP,deposit
16670,874.14,GBP,withdrawal
16671,491.51,EUR,payment
16672,4262.76,EUR,deposit
16673,2260.81,EUR,withdrawal
16674,2580.12,GBP,payment
16675,780.12,USD,withdrawal
16676,2253.4,USD,deposit
16677,4647.61,USD,withdrawal
16678,3824.21,GBP,deposit
16679,1536.74,EUR,payment
16680,127.39,USD,deposit
16681,4082.64,GBP,deposit
16682,4532.8,USD,payment
16683,4727.87,EUR,withdrawal
16684,2126.85,USD,withdrawal
16685,653.23,USD,withdrawal
16686,2218.36,GBP,withdrawal
16687,4683.62,GBP,withdrawal
16688,3348.43,USD,payment
16689,761.42,GBP,withdrawal
16690,1616.36,USD,payment
16691,3240.83,USD,deposit
16692,3724.69,GBP,deposit
16693,4989.52,GBP,payment
16694,3783.2,EUR,withdrawal
16695,3922.57,EUR,payment
16696,484.79,EUR,deposit
16697,88.18,EUR,deposit
16698,2878.89,EUR,withdrawal
16699,979.25,EUR,payment
16700,4679.04,GBP,payment
16701,4641.97,USD,withdrawal
16702,1649.16,EUR,withdrawal
16703,2660.35,EUR,deposit
16704,1324.36,EUR,deposit
16705,1109.72,EUR,deposit
16706,2413.28,EUR,payment
16707,512.48,USD,deposit
16708,578.21,USD,withdrawal
16709,3655.59,GBP,withdrawal
16710,819.12,EUR,payment
16711,4757.87,USD,payment
16712,3260.5,EUR,withdrawal
16713,2993.86,GBP,withdrawal
16714,3509.72,GBP,deposit
16715,4432.93,EUR,deposit
16716,4397.93,EUR,withdrawal
16717,4111.85,EUR,withdrawal
16718,1917.64,GBP,withdrawal
16719,3315.69,USD,deposit
16720,4317.85,USD,deposit
16721,2227.41,USD,withdrawal
16722,1816.6,EUR,deposit
16723,3368.32,EUR,payment
16724,391.37,GBP,withdrawal
16725,3331.42,USD,payment
16726,4694.58,USD,withdrawal
16727,3534.64,GBP,deposit
16728,1953.51,EUR,payment
16729,2628.44,EUR,payment
16730,2609.76,GBP,withdrawal
16731,302.38,USD,withdrawal
16732,798.52,EUR,payment
16733,111.19,USD,deposit
16734,4554.9,USD,deposit
16735,950.28,EUR,withdrawal
16736,2469.59,EUR,deposit
16737,3673.23,USD,withdrawal
16738,3286.79,GBP,withdrawal
16739,4592.51,USD,deposit
16740,395.65,USD,deposit
16741,2902.25,USD,deposit
16742,3642.5,USD,deposit
16743,1237.77,USD,payment
16744,3592.06,GBP,payment
16745,4065.62,USD,payment
16746,3243.3,USD,withdrawal
16747,3818.39,EUR,deposit
16748,2885.73,EUR,deposit
16749,2497.27,EUR,withdrawal
16750,755.4,USD,withdrawal
16751,2683.42,EUR,payment
16752,4675.7,USD,deposit
16753,3670.48,EUR,deposit
16754,4861.23,GBP,deposit
16755,721.21,GBP,deposit
16756,1420.3,EUR,withdrawal
16757,2841.32,GBP,deposit
16758,1580.86,GBP,deposit
16759,2248.0,GBP,payment
16760,1054.38,GBP,payment
16761,4768.49,GBP,withdrawal
16762,4957.18,EUR,deposit
16763,806.4,EUR,payment
16764,3386.93,GBP,withdrawal
16765,3227.04,EUR,payment
16766,2819.49,EUR,deposit
16767,4364.04,USD,payment
16768,4495.69,USD,payment
16769,2462.26,GBP,payment
16770,3711.76,EUR,deposit
16771,1751.72,GBP,deposit
16772,1229.32,GBP,payment
16773,2874.57,USD,payment
16774,3201.39,USD,withdrawal
16775,4613.33,EUR,payment
16776,2716.37,EUR,withdrawal
16777,978.25,EUR,deposit
16778,1650.16,GBP,withdrawal
16779,3061.45,USD,payment
16780,1468.57,USD,withdrawal
16781,316.96,USD,payment
16782,2563.11,EUR,payment
16783,1729.95,EUR,withdrawal
16784,905.27,USD,withdrawal
16785,1538.14,USD,withdrawal
16786,3437.81,EUR,withdrawal
16787,2340.94,GBP,withdrawal
16788,4146.86,USD,payment
16789,3188.34,EUR,deposit
16790,348.09,GBP,payment
16791,575.62,USD,payment
16792,110.93,GBP,withdrawal
16793,4111.79,GBP,deposit
16794,3346.37,EUR,deposit
16795,858.72,EUR,deposit
16796,262.12,GBP,withdrawal
16797,1517.22,GBP,payment
16798,1932.43,EUR,deposit
16799,904.84,USD,withdrawal
16800,2941.2,EUR,deposit
16801,1131.53,EUR,withdrawal
16802,3946.91,EUR,withdrawal
16803,4151.68,EUR,deposit
16804,4079.57,EUR,deposit
16805,3315.37,USD,deposit
16806,3026.33,USD,withdrawal
16807,1499.58,EUR,deposit
16808,1911.86,USD,payment
16809,4236.2,USD,deposit
16810,3870.79,GBP,payment
16811,3353.27,EUR,deposit
16812,4592.7,GBP,withdrawal
16813,2879.2,EUR,deposit
16814,541.9,EUR,payment
16815,2144.36,EUR,deposit
16816,4847.59,USD,payment
16817,161.12,USD,withdrawal
16818,3115.92,EUR,deposit
16819,253.81,USD,withdrawal
16820,2350.36,GBP,withdrawal
16821,1786.66,GBP,payment
16822,4492.27,EUR,payment
16823,2803.79,GBP,payment
16824,3889.23,USD,deposit
16825,2947.04,USD,deposit
16826,729.58,GBP,withdrawal
16827,169.07,EUR,withdrawal
16828,3019.96,EUR,withdrawal
16829,4401.34,EUR,payment
16830,842.85,EUR,deposit
16831,1601.57,EUR,payment
16832,30.69,GBP,deposit
16833,4894.34,USD,deposit
16834,3112.23,EUR,withdrawal
16835,2084.88,EUR,payment
16836,4914.18,GBP,deposit
16837,4755.84,EUR,deposit
16838,2117.6,USD,deposit
16839,3561.58,EUR,payment
16840,4486.91,GBP,deposit
16841,2827.64,GBP,withdrawal
16842,3426.0,EUR,deposit
16843,3432.2,USD,withdrawal
16844,4075.63,GBP,payment
16845,1058.45,USD,withdrawal
16846,3251.21,EUR,deposit
16847,340.73,EUR,payment
16848,4798.4,EUR,deposit
16849,2289.94,USD,payment
16850,3218.91,USD,withdrawal
16851,61.74,GBP,withdrawal
16852,93.38,EUR,withdrawal
16853,4986.39,EUR,withdrawal
16854,2687.83,GBP,payment
16855,2318.56,GBP,withdrawal
16856,3797.08,USD,withdrawal
16857,2326.36,EUR,payment
16858,1225.84,GBP,withdrawal
16859,2306.83,USD,withdrawal
16860,1059.71,EUR,deposit
16861,1961.63,EUR,deposit
16862,4865.91,EUR,payment
16863,1746.98,EUR,withdrawal
16864,685.66,GBP,payment
16865,3267.29,EUR,deposit
16866,4835.87,EUR,deposit
16867,4863.33,USD,deposit
16868,3209.5,USD,deposit
16869,4705.64,EUR,deposit
16870,904.48,GBP,payment
16871,320.61,GBP,payment
16872,4926.12,USD,payment
16873,2084.29,USD,withdrawal
16874,3008.34,GBP,withdrawal
16875,913.15,USD,withdrawal
16876,4990.04,EUR,deposit
16877,503.9,EUR,payment
16878,676.89,GBP,payment
16879,4629.23,EUR,deposit
16880,2483.68,EUR,withdrawal
16881,2036.67,USD,withdrawal
16882,4907.18,GBP,deposit
16883,2219.57,GBP,deposit
16884,3484.56,EUR,withdrawal
16885,4518.38,GBP,payment
16886,2766.66,GBP,payment
16887,3700.43,GBP,deposit
16888,3311.31,GBP,payment
16889,1213.91,USD,deposit
16890,2307.67,USD,deposit
16891,1786.14,USD,payment
16892,2944.01,EUR,deposit
16893,10.01,EUR,payment
16894,4460.89,EUR,withdrawal
16895,3671.44,USD,payment
16896,4315.8,GBP,deposit
16897,2497.18,EUR,withdrawal
16898,2796.45,EUR,payment
16899,410.09,USD,deposit
16900,2675.09,EUR,deposit
16901,1909.63,GBP,withdrawal
16902,1188.26,GBP,payment
16903,2306.11,USD,withdrawal
16904,2040.99,GBP,deposit
16905,4385.48,GBP,payment
16906,1058.49,USD,deposit
16907,168.38,EUR,payment
16908,3045.07,GBP,payment
16909,1828.75,EUR,deposit
16910,283.58,EUR,deposit
16911,4134.34,EUR,deposit
16912,3284.21,GBP,payment
16913,3181.64,EUR,withdrawal
16914,2861.75,GBP,payment
16915,2824.9,EUR,deposit
16916,1826.46,EUR,deposit
16917,4590.67,USD,withdrawal
16918,2107.17,EUR,deposit
16919,4128.97,USD,withdrawal
16920,2624.8,USD,withdrawal
16921,3350.52,USD,deposit
16922,3564.24,GBP,deposit
16923,2644.6,EUR,withdrawal
16924,4828.56,USD,payment
16925,1075.58,USD,withdrawal
16926,3796.88,USD,deposit
16927,33.86,EUR,payment
16928,3785.45,USD,payment
16929,3482.24,EUR,payment
16930,3385.04,USD,deposit
16931,4429.49,EUR,withdrawal
16932,250.18,USD,withdrawal
16933,892.7,USD,withdrawal
16934,242.56,USD,deposit
16935,285.24,USD,payment
16936,3794.0,EUR,payment
16937,322.25,GBP,deposit
16938,4392.81,EUR,payment
16939,4256.89,GBP,deposit
16940,1151.87,USD,withdrawal
16941,1662.95,EUR,deposit
16942,4490.33,USD,withdrawal
16943,1849.12,USD,deposit
16944,2971.62,USD,deposit
16945,4472.66,EUR,payment
16946,2097.24,GBP,deposit
16947,3635.23,USD,deposit
16948,1900.27,USD,withdrawal
16949,1489.83,USD,withdrawal
16950,4752.73,USD,withdrawal
16951,154.21,GBP,deposit
16952,390.52,EUR,withdrawal
16953,4238.59,GBP,deposit
16954,2336.37,GBP,deposit
16955,2494.47,EUR,withdrawal
16956,1742.54,USD,withdrawal
16957,760.75,USD,payment
16958,2446.46,EUR,deposit
16959,2699.37,GBP,payment
16960,3041.77,EUR,payment
16961,3170.15,USD,withdrawal
16962,2586.6,GBP,deposit
16963,4246.66,EUR,payment
16964,1376.24,GBP,deposit
16965,2678.25,GBP,deposit
16966,1109.43,EUR,payment
16967,724.19,EUR,payment
16968,986.86,GBP,withdrawal
16969,375.61,USD,deposit
16970,2174.53,USD,withdrawal
16971,4420.74,USD,payment
16972,3473.64,GBP,payment
16973,2608.41,EUR,payment
16974,184.71,GBP,withdrawal
16975,1701.07,GBP,payment
16976,2853.03,GBP,deposit
16977,1420.88,GBP,payment
16978,236.3,EUR,payment
16979,4228.4,USD,payment
16980,4008.99,EUR,withdrawal
16981,3644.37,USD,withdrawal
16982,1114.32,USD,payment
16983,3947.24,EUR,payment
16984,235.25,EUR,payment
16985,2424.21,GBP,payment
16986,1320.65,USD,payment
16987,1719.87,EUR,withdrawal
16988,4702.32,GBP,deposit
16989,4267.31,GBP,payment
16990,4847.02,USD,payment
16991,4524.62,EUR,payment
16992,4570.96,EUR,withdrawal
16993,1772.6,GBP,payment
16994,2435.32,EUR,deposit
16995,2281.39,USD,deposit
16996,2050.81,EUR,deposit
16997,1379.72,GBP,payment
16998,730.04,USD,deposit
16999,4027.85,GBP,deposit
17000,4817.49,GBP,deposit
17001,4748.14,GBP,payment
17002,2168.85,USD,withdrawal
17003,4215.45,USD,withdrawal
17004,898.2,EUR,withdrawal
17005,3254.03,GBP,deposit
17006,2833.59,EUR,payment
17007,1104.81,EUR,deposit
17008,1966.4,GBP,payment
17009,1217.13,GBP,payment
17010,196.33,USD,withdrawal
17011,3479.28,GBP,deposit
17012,90.75,GBP,payment
17013,174.49,EUR,withdrawal
17014,3979.01,EUR,deposit
17015,4123.38,USD,payment
17016,4948.53,GBP,payment
17017,2972.25,EUR,deposit
17018,2055.16,EUR,deposit
17019,3367.91,GBP,payment
17020,893.6,GBP,withdrawal
17021,4584.51,EUR,payment
17022,2861.13,USD,payment
17023,798.32,USD,payment
17024,3680.86,USD,payment
17025,476.56,GBP,payment
17026,4705.9,GBP,payment
17027,4075.97,EUR,deposit
17028,4810.18,EUR,payment
17029,3444.94,GBP,deposit
17030,4968.78,GBP,deposit
17031,2753.44,GBP,payment
17032,508.0,EUR,deposit
17033,525.82,USD,payment
17034,1285.48,GBP,withdrawal
17035,730.05,EUR,withdrawal
17036,4402.77,GBP,withdrawal
17037,3192.85,USD,deposit
17038,262.45,USD,withdrawal
17039,3703.37,USD,payment
17040,2085.8,USD,withdrawal
17041,3189.16,GBP,deposit
17042,4222.19,USD,withdrawal
17043,3978.16,EUR,deposit
17044,1993.97,EUR,withdrawal
17045,2247.32,USD,payment
17046,2529.12,EUR,deposit
17047,1534.97,GBP,withdrawal
17048,2217.04,GBP,payment
17049,1436.07,GBP,payment
17050,3302.78,EUR,withdrawal
17051,2225.24,USD,deposit
17052,3882.41,USD,payment
17053,247.72,GBP,payment
17054,4293.63,EUR,payment
17055,523.26,USD,payment
17056,167.71,GBP,payment
17057,576.75,GBP,withdrawal
17058,40.86,USD,withdrawal
17059,3220.66,EUR,payment
17060,4169.92,EUR,payment
17061,2589.28,EUR,withdrawal
17062,293.27,EUR,payment
17063,4862.28,EUR,withdrawal
17064,1590.43,USD,withdrawal
17065,3677.59,USD,withdrawal
17066,279.76,EUR,deposit
17067,4580.42,USD,deposit
17068,3266.15,GBP,payment
17069,4121.64,USD,deposit
17070,3968.67,USD,payment
17071,659.57,GBP,deposit
17072,3340.77,GBP,withdrawal
17073,4014.1,USD,deposit
17074,1795.34,USD,payment
17075,974.63,USD,withdrawal
17076,776.26,GBP,payment
17077,1683.7,USD,payment
17078,2475.5,EUR,deposit
17079,812.7,GBP,payment
17080,2847.7,GBP,withdrawal
17081,3661.99,USD,withdrawal
17082,1338.55,EUR,deposit
17083,4935.28,EUR,withdrawal
17084,3448.27,GBP,deposit
17085,6.19,EUR,withdrawal
17086,2545.47,GBP,payment
17087,267.43,EUR,payment
17088,3630.43,USD,payment
17089,4699.25,EUR,deposit
17090,1758.41,USD,withdrawal
17091,2496.45,EUR,withdrawal
17092,2408.21,EUR,deposit
17093,1360.32,USD,withdrawal
17094,3808.14,USD,payment
17095,3506.77,USD,deposit
17096,1646.71,GBP,payment
17097,1466.08,GBP,withdrawal
17098,2614.81,GBP,withdrawal
17099,275.52,USD,withdrawal
17100,2565.43,EUR,payment
17101,3813.31,EUR,payment
17102,2039.61,USD,withdrawal
17103,2299.06,GBP,deposit
17104,4855.04,GBP,deposit
17105,1319.92,USD,withdrawal
17106,3140.46,EUR,withdrawal
17107,4206.15,USD,payment
17108,2969.82,EUR,deposit
17109,3113.86,EUR,payment
17110,3864.63,EUR,withdrawal
17111,4280.3,GBP,withdrawal
17112,3294.83,USD,payment
17113,3259.66,EUR,deposit
17114,4170.1,EUR,payment
17115,4539.44,USD,deposit
17116,1154.27,GBP,deposit
17117,166.08,EUR,withdrawal
17118,4538.55,EUR,withdrawal
17119,4029.3,USD,payment
17120,4596.37,USD,deposit
17121,1159.65,EUR,payment
17122,4815.0,GBP,payment
17123,3291.46,USD,withdrawal
17124,1705.98,USD,deposit
17125,297.26,GBP,deposit
17126,2575.49,EUR,withdrawal
17127,4017.6,GBP,deposit
17128,1935.06,USD,deposit
17129,4961.41,GBP,withdrawal
17130,2705.97,GBP,withdrawal
17131,2069.85,EUR,payment
17132,3704.12,EUR,withdrawal
17133,4877.68,EUR,withdrawal
17134,2263.05,EUR,payment
17135,1039.39,EUR,deposit
17136,4815.44,USD,withdrawal
17137,3568.67,USD,withdrawal
17138,120.65,EUR,withdrawal
17139,2760.06,GBP,payment
17140,4538.28,USD,withdrawal
17141,4778.64,USD,withdrawal
17142,3734.66,EUR,payment
17143,110.8,EUR,withdrawal
17144,20.96,USD,deposit
17145,4215.22,GBP,withdrawal
17146,4005.84,GBP,withdrawal
17147,3253.15,EUR,withdrawal
17148,1815.2,GBP,payment
17149,1562.72,USD,deposit
17150,2500.81,USD,deposit
17151,3061.56,GBP,payment
17152,3633.23,GBP,withdrawal
17153,4094.77,USD,withdrawal
17154,4433.42,EUR,deposit
17155,4828.16,USD,payment
17156,2360.91,USD,deposit
17157,3715.88,USD,deposit
17158,3642.03,EUR,deposit
17159,4446.9,EUR,withdrawal
17160,3796.52,GBP,withdrawal
17161,2186.43,USD,deposit
17162,4027.38,USD,withdrawal
17163,4575.34,USD,payment
17164,1724.96,EUR,withdrawal
17165,2169.31,GBP,payment
17166,618.16,GBP,deposit
17167,4605.1,GBP,withdrawal
17168,2351.68,GBP,deposit
17169,2382.59,EUR,withdrawal
17170,2647.8,GBP,withdrawal
17171,2708.43,EUR,withdrawal
17172,4957.1,GBP,deposit
17173,2073.8,GBP,withdrawal
17174,3592.62,EUR,payment
17175,4122.62,USD,deposit
17176,3446.53,EUR,payment
17177,28.68,GBP,withdrawal
17178,1366.26,EUR,withdrawal
17179,400.82,USD,payment
17180,3175.38,GBP,payment
17181,3983.52,GBP,payment
17182,3382.15,USD,deposit
17183,4848.42,USD,withdrawal
17184,776.81,EUR,payment
17185,1740.59,GBP,payment
17186,662.46,USD,deposit
17187,2817.0,EUR,deposit
17188,4573.98,GBP,withdrawal
17189,4484.16,GBP,payment
17190,3219.35,EUR,withdrawal
17191,3773.83,EUR,payment
17192,3110.73,USD,withdrawal
17193,4363.18,GBP,withdrawal
17194,2991.58,GBP,payment
17195,3335.64,EUR,payment
17196,1112.91,GBP,deposit
17197,1426.62,USD,payment
17198,3357.4,GBP,payment
17199,4935.34,GBP,deposit
17200,570.28,EUR,deposit
17201,1767.15,EUR,payment
17202,9.75,EUR,deposit
17203,4466.83,USD,deposit
17204,3724.49,USD,payment
17205,1920.89,USD,withdrawal
17206,1500.64,GBP,payment
17207,4714.28,USD,withdrawal
17208,1748.07,EUR,withdrawal
17209,3448.64,GBP,payment
17210,3849.85,GBP,deposit
17211,4537.9,USD,deposit
17212,4318.62,EUR,payment
17213,543.59,USD,withdrawal
17214,1455.57,USD,withdrawal
17215,4676.13,USD,payment
17216,907.65,EUR,withdrawal
17217,3877.04,USD,deposit
17218,4856.55,EUR,withdrawal
17219,3774.66,USD,withdrawal
17220,3455.46,GBP,deposit
17221,2907.53,EUR,withdrawal
17222,3884.81,USD,deposit
17223,117.6,USD,withdrawal
17224,1905.65,EUR,deposit
17225,1939.09,EUR,deposit
17226,2052.34,GBP,withdrawal
17227,3194.28,USD,deposit
17228,1105.19,EUR,payment
17229,1140.93,GBP,deposit
17230,985.06,USD,payment
17231,1397.63,GBP,payment
17232,1921.32,EUR,payment
17233,269.6,GBP,deposit
17234,4095.24,EUR,payment
17235,4447.87,GBP,deposit
17236,1996.62,USD,deposit
17237,2535.27,EUR,withdrawal
17238,650.46,GBP,deposit
17239,1098.08,GBP,payment
17240,3699.49,EUR,payment
17241,2780.99,USD,withdrawal
17242,4190.27,EUR,payment
17243,2630.6,EUR,withdrawal
17244,4572.99,GBP,payment
17245,1822.77,GBP,deposit
17246,2983.35,GBP,payment
17247,4039.35,EUR,payment
17248,2062.91,USD,withdrawal
17249,1924.81,GBP,deposit
17250,2031.85,EUR,withdrawal
17251,83.5,GBP,withdrawal
17252,131.57,GBP,deposit
17253,1309.36,USD,withdrawal
17254,2299.65,EUR,withdrawal
17255,3340.57,USD,payment
17256,4871.83,GBP,deposit
17257,3637.79,EUR,payment
17258,3713.83,GBP,deposit
17259,1151.33,EUR,payment
17260,3372.52,EUR,payment
17261,4740.72,GBP,withdrawal
17262,1533.17,USD,deposit
17263,45.99,USD,withdrawal
17264,2777.74,USD,payment
17265,3398.28,EUR,payment
17266,3712.26,USD,withdrawal
17267,3993.51,GBP,withdrawal
17268,4935.07,GBP,payment
17269,973.95,GBP,payment
17270,1419.15,GBP,payment
17271,1932.36,USD,deposit
17272,1933.18,GBP,deposit
17273,3059.51,GBP,payment
17274,2267.22,GBP,payment
17275,886.46,EUR,payment
17276,4517.73,USD,withdrawal
17277,2787.11,USD,payment
17278,1452.23,EUR,deposit
17279,234.03,GBP,deposit
17280,1014.97,USD,deposit
17281,696.38,USD,deposit
17282,2130.64,GBP,deposit
17283,849.68,USD,payment
17284,2792.41,USD,withdrawal
17285,3335.39,GBP,withdrawal
17286,3824.08,EUR,deposit
17287,1346.24,GBP,deposit
17288,512.23,USD,payment
17289,2815.47,EUR,withdrawal
17290,4096.23,GBP,payment
17291,678.52,GBP,withdrawal
17292,1152.35,USD,deposit
17293,3346.9,GBP,payment
17294,4944.11,USD,payment
17295,3785.69,GBP,deposit
17296,3414.35,GBP,deposit
17297,2280.24,EUR,withdrawal
17298,4326.07,EUR,withdrawal
17299,3322.32,GBP,payment
17300,3722.28,EUR,payment
17301,4908.01,GBP,withdrawal
17302,2437.38,USD,withdrawal
17303,833.77,GBP,payment
17304,1873.03,USD,deposit
17305,1670.17,USD,withdrawal
17306,3854.6,EUR,deposit
17307,1886.62,USD,withdrawal
17308,592.4,USD,deposit
17309,1993.08,USD,withdrawal
17310,3681.59,USD,payment
17311,1366.92,EUR,payment
17312,4496.62,EUR,payment
17313,813.56,USD,withdrawal
17314,4225.51,GBP,withdrawal
17315,1650.54,GBP,withdrawal
17316,4618.56,USD,deposit
17317,3034.93,EUR,payment
17318,2483.43,USD,withdrawal
17319,3229.98,GBP,payment
17320,1991.7,EUR,deposit
17321,467.0,USD,withdrawal
17322,3719.54,USD,deposit
17323,3757.47,USD,withdrawal
17324,1542.85,USD,payment
17325,2861.68,USD,deposit
17326,1989.46,EUR,withdrawal
17327,944.49,USD,withdrawal
17328,1130.56,EUR,payment
17329,4422.21,GBP,withdrawal
17330,1713.3,EUR,withdrawal
17331,2060.53,USD,deposit
17332,1401.31,EUR,payment
17333,1003.08,USD,payment
17334,204.87,USD,payment
17335,682.45,GBP,payment
17336,1311.28,EUR,payment
17337,4819.55,EUR,withdrawal
17338,1305.2,USD,deposit
17339,1467.72,USD,payment
17340,2175.73,GBP,deposit
17341,2541.97,USD,deposit
17342,3081.23,GBP,payment
17343,3180.99,EUR,payment
17344,4428.31,GBP,deposit
17345,13.5,GBP,payment
17346,2579.25,EUR,payment
17347,2440.93,EUR,deposit
17348,1579.81,GBP,deposit
17349,2258.28,USD,withdrawal
17350,4845.83,EUR,withdrawal
17351,1663.96,USD,withdrawal
17352,2643.68,USD,payment
17353,4801.58,GBP,withdrawal
17354,4903.76,USD,withdrawal
17355,875.34,EUR,deposit
17356,4664.22,EUR,deposit
17357,3009.44,EUR,withdrawal
17358,1102.45,EUR,payment
17359,2621.1,EUR,deposit
17360,3832.4,USD,deposit
17361,3831.62,GBP,deposit
17362,2180.89,USD,withdrawal
17363,3703.36,USD,payment
17364,1129.8,GBP,payment
17365,3079.47,EUR,deposit
17366,1929.54,GBP,withdrawal
17367,735.25,USD,payment
17368,1885.76,USD,deposit
17369,1104.92,EUR,payment
17370,442.27,GBP,deposit
17371,3574.52,GBP,withdrawal
17372,4716.84,EUR,deposit
17373,3065.3,GBP,deposit
17374,3935.37,EUR,withdrawal
17375,1557.84,EUR,withdrawal
17376,2915.45,EUR,withdrawal
17377,3251.38,EUR,payment
17378,3299.58,USD,deposit
17379,3221.88,USD,payment
17380,2886.75,USD,withdrawal
17381,4907.51,GBP,payment
17382,1910.12,EUR,withdrawal
17383,499.33,USD,payment
17384,4852.12,USD,payment
17385,3546.62,EUR,withdrawal
17386,1599.76,EUR,withdrawal
17387,2126.83,EUR,payment
17388,1019.6,GBP,payment
17389,3708.05,USD,payment
17390,3018.62,USD,deposit
17391,3179.25,EUR,withdrawal
17392,4296.96,USD,deposit
17393,2834.89,EUR,deposit
17394,841.54,GBP,withdrawal
17395,1537.81,USD,deposit
17396,1910.3,EUR,payment
17397,974.82,USD,withdrawal
17398,2518.78,EUR,withdrawal
17399,1986.8,EUR,deposit
17400,4633.46,GBP,payment
17401,126.57,USD,payment
17402,806.62,EUR,payment
17403,4138.05,GBP,payment
17404,155.8,USD,withdrawal
17405,1968.57,GBP,withdrawal
17406,1692.18,USD,payment
17407,2907.15,GBP,payment
17408,4180.05,EUR,withdrawal
17409,655.36,EUR,payment
17410,4213.21,EUR,deposit
17411,4505.86,USD,withdrawal
17412,3852.36,EUR,withdrawal
17413,4683.06,EUR,deposit
17414,2040.06,EUR,deposit
17415,3675.55,EUR,payment
17416,4844.26,GBP,withdrawal
17417,2976.29,EUR,deposit
17418,4537.58,GBP,withdrawal
17419,3928.56,USD,deposit
17420,1252.69,GBP,payment
17421,857.51,GBP,deposit
17422,4318.32,EUR,deposit
17423,4402.44,USD,withdrawal
17424,4507.99,EUR,payment
17425,683.77,USD,deposit
17426,4428.84,GBP,deposit
17427,1466.19,USD,withdrawal
17428,3597.49,USD,payment
17429,3639.03,GBP,withdrawal
17430,4169.23,USD,deposit
17431,1484.93,USD,payment
17432,766.25,EUR,withdrawal
17433,3690.03,EUR,withdrawal
17434,1501.26,EUR,withdrawal
17435,1104.91,GBP,withdrawal
17436,445.87,USD,withdrawal
17437,2326.57,EUR,deposit
17438,1541.83,USD,deposit
17439,1224.18,GBP,deposit
17440,4181.29,GBP,deposit
17441,1346.47,USD,deposit
17442,1715.91,GBP,deposit
17443,1821.92,USD,withdrawal
17444,2056.72,GBP,payment
17445,4924.12,EUR,deposit
17446,3664.29,EUR,payment
17447,910.25,USD,payment
17448,1892.16,USD,withdrawal
17449,1911.04,GBP,deposit
17450,3898.35,GBP,deposit
17451,830.12,USD,withdrawal
17452,4225.97,USD,deposit
17453,2503.64,GBP,deposit
17454,1447.26,EUR,payment
17455,4576.35,GBP,withdrawal
17456,2795.69,USD,withdrawal
17457,4035.52,GBP,payment
17458,657.16,EUR,deposit
17459,675.83,USD,deposit
17460,1201.42,EUR,deposit
17461,1958.02,GBP,deposit
17462,4736.41,EUR,deposit
17463,1939.61,EUR,withdrawal
17464,2633.39,EUR,deposit
17465,3759.13,USD,withdrawal
17466,450.37,USD,withdrawal
17467,2403.38,EUR,payment
17468,4140.19,GBP,deposit
17469,3677.36,GBP,payment
17470,3253.39,EUR,withdrawal
17471,3295.62,USD,deposit
17472,3272.83,EUR,payment
17473,3953.03,EUR,payment
17474,1134.66,USD,deposit
17475,2210.53,GBP,withdrawal
17476,1178.34,GBP,withdrawal
17477,7.98,USD,deposit
17478,3342.18,GBP,deposit
17479,3109.95,EUR,withdrawal
17480,2442.89,EUR,deposit
17481,4786.25,USD,deposit
17482,1924.49,GBP,withdrawal
17483,18.56,EUR,deposit
17484,4466.84,USD,deposit
17485,4657.76,USD,withdrawal
17486,4765.65,USD,withdrawal
17487,2513.16,GBP,payment
17488,3395.72,USD,payment
17489,292.09,GBP,deposit
17490,3616.67,EUR,withdrawal
17491,3311.97,USD,withdrawal
17492,3752.01,GBP,payment
